FISCAL_YEAR,FISCAL_PERIOD,DEPT_NAME,DIV_NAME,MERCHANT,CAT_DESCR,TRANS_DT,MERCHANDISE_AMT
2020,5,DEPT OF EDUCATION,Educator Support,PPA PHL AIRPORT,Automobile Parking Lots And Garages,11/15/2019,22.0
2020,5,DEPT OF EDUCATION,Educator Support,LA COLOMBE A-EAST,Fast Food Restaurants,11/20/2019,11.87
2020,5,DEPT OF EDUCATION,Educator Support,MANDARIN EXPRESS #544 RIV,Fast Food Restaurants,11/23/2019,11.33
2020,5,DEPT OF EDUCATION,Educator Support,PPA PHL AIRPORT,Automobile Parking Lots And Garages,11/24/2019,55.0
2020,5,DEPT OF EDUCATION,Educator Support,CAFE DU MONDE,Fast Food Restaurants,11/24/2019,7.05
2020,5,DEPT OF EDUCATION,Educator Support,CURRITO PHILLY AIRPORT T,Fast Food Restaurants,11/25/2019,16.66
2020,5,DEPT OF EDUCATION,Educator Support,BRENNANS,Eating Places Restaurants,11/23/2019,48.08
2020,5,DEPT OF EDUCATION,Educator Support,HILTON DRAGOS,Eating Places Restaurants,11/21/2019,21.21
2020,5,DEPT OF EDUCATION,Educator Support,HILTON CRESCENT MKTPL,Eating Places Restaurants,11/22/2019,12.93
2020,5,DEPT OF EDUCATION,Educator Support,DELAWARE NORTH LOGAN F And B,Fast Food Restaurants,11/14/2019,15.24
2020,5,DEPT OF EDUCATION,Educator Support,HILTON HOTELS,Lodging,11/24/2019,598.14
2020,5,DEPT OF EDUCATION,Educator Support,UBER TRIP,Travel,11/25/2019,32.62
2020,5,DEPT OF EDUCATION,Educator Support,AMERICAN AIR0011502072092,Airline,11/19/2019,30.0
2020,5,DEPT OF EDUCATION,Educator Support,UBER TRIP,Travel,11/21/2019,35.98
2020,5,DEPT OF EDUCATION,Educator Support,XEROX CORPORATION/RBO,Office Photographic Photocopy Microfilm Equipmt,11/12/2019,263.66
2020,5,DEPT OF EDUCATION,Educator Support,USPS PO 0917600901,Postal Services-Government Only,11/13/2019,6.85
2020,5,DEPT OF EDUCATION,Educator Support,TAXI SVC LONG ISLAND C,Travel,11/13/2019,114.55
2020,5,DEPT OF EDUCATION,Educator Support,GRAINGER,Industrial Supplies Not Elsewhere Classified,11/9/2019,261.3
2020,5,DEPT OF EDUCATION,Educator Support,UBER TRIP,Travel,11/15/2019,12.89
2020,5,DEPT OF EDUCATION,Educator Support,UBER TRIP,Travel,11/14/2019,7.53
2020,5,DEPT OF EDUCATION,Educator Support,DELAWARE NORTH LOGAN F And B,Fast Food Restaurants,11/14/2019,6.31
2020,5,DEPT OF EDUCATION,Educator Support,DICAPRI PIZZERIA - ACT,Eating Places Restaurants,11/13/2019,27.87
2020,5,DEPT OF EDUCATION,Educator Support,DMI* DELL HLTHCR/REL,Computers Computer Peripheral Equipment Software,11/12/2019,559.0
2020,5,DEPT OF EDUCATION,Educator Support,STAPLS0179110222000001,Stationery-Office Supplies-Printing Writing Pap,11/7/2019,512.64
2020,5,DEPT OF EDUCATION,Educator Support,AMERICAN AIR0011502144197,Airline,11/23/2019,30.0
2020,5,DEPT OF EDUCATION,Educator Support,HILTON DRAGOS,Eating Places Restaurants,11/22/2019,18.71
2020,5,DEPT OF EDUCATION,Educator Support,HILTON DRAGOS,Eating Places Restaurants,11/21/2019,23.87
2020,5,DEPT OF EDUCATION,Educator Support,FASTENAL COMPANY 01DEDOV,Industrial Supplies Not Elsewhere Classified,11/11/2019,300.9
2020,5,DEPT OF EDUCATION,Educator Support,HILTON CRESCENT MKTPL,Eating Places Restaurants,11/23/2019,12.93
2020,5,DEPT OF EDUCATION,Educator Support,STAPLS0179110222000002,Stationery-Office Supplies-Printing Writing Pap,11/7/2019,5.12
2020,5,DEPT OF EDUCATION,Operations Support,DMI* DELL HLTHCR/REL,Computers Computer Peripheral Equipment Software,11/22/2019,474.44
2020,5,DEPT OF EDUCATION,Operations Support,WB MASON,Stationery-Office Supplies-Printing Writing Pap,11/18/2019,121.6
2020,5,DEPT OF EDUCATION,Operations Support,STAPLS0178869373000001,Stationery-Office Supplies-Printing Writing Pap,10/30/2019,57.54
2020,5,DEPT OF EDUCATION,Operations Support,BALSAMIQ TRID1133049,Computer Software Stores,11/26/2019,12.0
2020,5,DEPT OF EDUCATION,Operations Support,EASTERN SHORE COFFEE And WA,Business Services-Not Elsewhere Classified,11/6/2019,421.26
2020,5,DEPT OF EDUCATION,Operations Support,JETBRAINS AMERICAS INC,Applications - Excludes Games,11/6/2019,95.4
2020,5,DEPT OF EDUCATION,Operations Support,PENSKE TRK LSG 044652,Car Rental,11/1/2019,0.3
2020,5,DEPT OF EDUCATION,Operations Support,GRAINGER,Industrial Supplies Not Elsewhere Classified,11/4/2019,239.99
2020,5,DEPT OF EDUCATION,Operations Support,STAPLS0179598945000001,Stationery-Office Supplies-Printing Writing Pap,11/26/2019,40.31
2020,5,DEPT OF EDUCATION,Operations Support,WB MASON,Stationery-Office Supplies-Printing Writing Pap,11/25/2019,159.27
2020,5,DEPT OF EDUCATION,Operations Support,STK*SHUTTERSTOCK,Commercial Art Graphics Photography,11/9/2019,35.0
2020,5,DEPT OF EDUCATION,Operations Support,UPS*000021X956,Courier Svc-Air Ground Freight Forwarders,11/17/2019,264.54
2020,5,DEPT OF EDUCATION,Operations Support,STAPLS0178847742000001,Stationery-Office Supplies-Printing Writing Pap,10/29/2019,88.4
2020,5,DEPT OF EDUCATION,Operations Support,IN *TNT SOFTWARE INC.,Comp Programing Data Prcsng Intgrtd Sys Dsgn Srvs,11/15/2019,1480.0
2020,5,DEPT OF EDUCATION,Operations Support,STAPLS0179513679000001,Stationery-Office Supplies-Printing Writing Pap,11/23/2019,325.8
2020,5,DEPT OF EDUCATION,Operations Support,STAPLS0179143335000001,Stationery-Office Supplies-Printing Writing Pap,11/9/2019,316.74
2020,5,DEPT OF EDUCATION,Operations Support,WB MASON,Stationery-Office Supplies-Printing Writing Pap,11/8/2019,163.67
2020,5,DEPT OF EDUCATION,Operations Support,FASTENAL COMPANY 01DEDOV,Industrial Supplies Not Elsewhere Classified,11/20/2019,43.96
2020,5,DEPT OF EDUCATION,Operations Support,STAPLS0179158421000002,Stationery-Office Supplies-Printing Writing Pap,11/9/2019,11.12
2020,5,DEPT OF EDUCATION,Operations Support,EASTERN SHORE COFFEE And WA,Business Services-Not Elsewhere Classified,11/6/2019,34.0
2020,5,DEPT OF EDUCATION,Operations Support,IDU*INSIGHT PUBLIC SEC,Computer Software Stores,11/21/2019,414.96
2020,5,DEPT OF EDUCATION,Operations Support,SCREENCLOUD,Comp Programing Data Prcsng Intgrtd Sys Dsgn Srvs,11/20/2019,30.0
2020,5,DEPT OF EDUCATION,Operations Support,INTERNATIONAL TRANSACTION,Internal Transaction,11/20/2019,0.45
2020,5,DEPT OF EDUCATION,Operations Support,UNIV OF DE WEB PYMT,Colleges Univ Pro Schools Junior Colleges,10/31/2019,25.0
2020,5,DEPT OF EDUCATION,Operations Support,'NINITE.COM 866.925.0825,Computer Software Stores,11/25/2019,1045.0
2020,5,DEPT OF EDUCATION,Operations Support,ACE PARKING 4602,Automobile Parking Lots And Garages,11/5/2019,21.0
2020,5,DEPT OF EDUCATION,Operations Support,MSFT * E01009E52O,Computers Computer Peripheral Equipment Software,11/2/2019,37.06
2020,5,DEPT OF EDUCATION,Operations Support,PENSKE TRK LSG 044652,Car Rental,10/31/2019,291.62
2020,5,DEPT OF EDUCATION,Operations Support,SSI*SCHOOL SPECIALTY,Direct Marketing-Other Direct Marketers-Not Elsew,11/20/2019,230.0
2020,5,DEPT OF EDUCATION,Operations Support,STAPLS0179158421000001,Stationery-Office Supplies-Printing Writing Pap,11/9/2019,32.66
2020,5,DEPT OF EDUCATION,Operations Support,STAPLS0179019439000001,Stationery-Office Supplies-Printing Writing Pap,11/5/2019,124.2
2020,5,DEPT OF EDUCATION,Office of Early Learning,DUNKIN #336536 Q35,Fast Food Restaurants,11/15/2019,4.77
2020,5,DEPT OF EDUCATION,Office of Early Learning,GATEWAY NEWS STAND,Misc Food Store-Convenience Mrkt Splty Vendng Macs,11/14/2019,3.85
2020,5,DEPT OF EDUCATION,Office of Early Learning,BLACKWOOD,Eating Places Restaurants,11/14/2019,14.83
2020,5,DEPT OF EDUCATION,Office of Early Learning,SQ *IUSTINB,Travel,11/12/2019,6.88
2020,5,DEPT OF EDUCATION,Office of Early Learning,VZWRLSS*IVR VB,Telecom Incl Prepaid-Recurring Phone Svcs,11/8/2019,40.01
2020,5,DEPT OF EDUCATION,Office of Early Learning,VILLA FLORENCE,Lodging,11/20/2019,-68.38
2020,5,DEPT OF EDUCATION,Office of Early Learning,DISPUTE CREDIT,Lodging,11/22/2019,-66.26
2020,5,DEPT OF EDUCATION,Office of Early Learning,SQ *GRAND CAB COMPANY,Travel,11/4/2019,5.39
2020,5,DEPT OF EDUCATION,Office of Early Learning,BURGER KING 2902,Fast Food Restaurants,11/4/2019,11.97
2020,5,DEPT OF EDUCATION,Office of Early Learning,OMNI SHOREHAM,Lodging,11/4/2019,309.22
2020,5,DEPT OF EDUCATION,Office of Early Learning,EDDIE CAFE,Eating Places Restaurants,11/3/2019,12.7
2020,5,DEPT OF EDUCATION,Office of Early Learning,ALDO LAMBERTI TRATTORIA,Eating Places Restaurants,11/12/2019,12.96
2020,5,DEPT OF EDUCATION,Office of Early Learning,CHI TAXI 5514,Travel,11/14/2019,7.75
2020,5,DEPT OF EDUCATION,Office of Early Learning,CMT CHICAGO IL27690015,Travel,11/15/2019,54.9
2020,5,DEPT OF EDUCATION,Office of Early Learning,BURRITO BEACH 7,Eating Places Restaurants,11/15/2019,9.46
2020,5,DEPT OF EDUCATION,Office of Early Learning,CORNER BAKERY 0062,Eating Places Restaurants,11/13/2019,5.0
2020,5,DEPT OF EDUCATION,Office of Early Learning,HYATT REGENCY CHICAGO F And,Eating Places Restaurants,11/14/2019,2.79
2020,5,DEPT OF EDUCATION,Office of Early Learning,HYATT REGENCY CHICAGO F And,Eating Places Restaurants,11/14/2019,2.51
2020,5,DEPT OF EDUCATION,Office of Early Learning,HYATT CHIC MAGNIFICNT MI,Lodging,11/15/2019,33.0
2020,5,DEPT OF EDUCATION,Office of Early Learning,HYATT CHIC MAGNIFICNT MI,Lodging,11/15/2019,6.0
2020,5,DEPT OF EDUCATION,Office of Early Learning,AMERICAN AIR0010276657987,Airline,11/15/2019,30.0
2020,5,DEPT OF EDUCATION,Office of Early Learning,PARKING PANDA,Automobile Parking Lots And Garages,11/2/2019,37.95
2020,5,DEPT OF EDUCATION,Office of Early Learning,PP*KOACH DBA DC VIP,Transportation Services Not Elsewhere Classified,11/4/2019,5.66
2020,5,DEPT OF EDUCATION,Office of Early Learning,PAYPAL *RVCONF2019,Organizations Charitable And Social Services,11/7/2019,585.0
2020,5,DEPT OF EDUCATION,Office of Early Learning,BLAZE PIZZA CHICAGO CHICA,Eating Places Restaurants,11/13/2019,13.27
2020,5,DEPT OF EDUCATION,Office of Early Learning,AMERICAN AIR0012386748847,Airline,11/1/2019,412.6
2020,5,DEPT OF EDUCATION,Office of Early Learning,HYATT REGENCY CHICAGO F And,Eating Places Restaurants,11/12/2019,6.13
2020,5,DEPT OF EDUCATION,Office of Early Learning,AMERICAN AIR0010276457774,Airline,11/12/2019,30.0
2020,5,DEPT OF EDUCATION,Office of Early Learning,TAXI SVC NEW YORK,Travel,11/12/2019,9.5
2020,5,DEPT OF EDUCATION,Office of Early Learning,TAXI SVC CHICAGO,Travel,11/13/2019,9.75
2020,5,DEPT OF EDUCATION,Office of Early Learning,TAXI SVC CHICAGO,Travel,11/13/2019,8.75
2020,5,DEPT OF EDUCATION,Office of Early Learning,TAXI SVC NEW YORK,Travel,11/14/2019,7.75
2020,5,DEPT OF EDUCATION,Office of Early Learning,HYATT CHIC MAGNIFICNT MI,Lodging,11/19/2019,-6.0
2020,5,DEPT OF EDUCATION,Office of Early Learning,SQ *SERVICE,Travel,11/12/2019,74.0
2020,5,DEPT OF EDUCATION,Office of Early Learning,PA HEAD START ASSOCIATION,Associations-Civic Social And Fraternal,11/22/2019,195.0
2020,5,DEPT OF EDUCATION,Office of Early Learning,COSI INC. 105,Eating Places Restaurants,11/13/2019,13.33
2020,5,DEPT OF EDUCATION,Professional Standards Board,USPS PO 0917600901,Postal Services-Government Only,11/19/2019,15.8
2020,5,DEPT OF EDUCATION,State Board of Education,USPS PO 0917600901,Postal Services-Government Only,11/20/2019,20.55
2020,5,DEPT OF EDUCATION,Other Items,CAPITAL GRILLE 0133200,Eating Places Restaurants,11/24/2019,34.45
2020,5,DEPT OF EDUCATION,Other Items,RESIDENCE INN WASHINGT,Lodging,11/25/2019,1274.05
2020,5,DEPT OF EDUCATION,Other Items,THE DELEGATE,Eating Places Restaurants,11/22/2019,22.78
2020,5,DEPT OF EDUCATION,Other Items,THE DELEGATE,Eating Places Restaurants,11/19/2019,10.85
2020,5,DEPT OF EDUCATION,Other Items,THE DELEGATE,Eating Places Restaurants,11/19/2019,25.0
2020,5,DEPT OF EDUCATION,Other Items,RENAISSANCE DC DNTOWN,Lodging,11/24/2019,105.0
2020,5,DEPT OF EDUCATION,Other Items,RENAISSANCE DC DNTOWN,Lodging,11/24/2019,834.54
2020,5,DEPT OF EDUCATION,Other Items,CHINATOWN EXPRESS,Eating Places Restaurants,11/22/2019,21.1
2020,5,DEPT OF EDUCATION,Other Items,WALGREENS #15360,Drug Stores Pharmacies,11/22/2019,22.59
2020,5,DEPT OF EDUCATION,Other Items,PHO 88 NOODLES And GRILL,Eating Places Restaurants,11/23/2019,16.0
2020,5,DEPT OF EDUCATION,Other Items,PHO 88 NOODLES And GRILL,Eating Places Restaurants,11/21/2019,16.0
2020,5,DEPT OF EDUCATION,Other Items,UPS*000021X956,Courier Svc-Air Ground Freight Forwarders,11/17/2019,4.56
2020,5,DEPT OF EDUCATION,Other Items,MARRIOTT MARQUISWASHDC,Lodging,11/24/2019,22.8
2020,5,DEPT OF EDUCATION,Other Items,RESIDENCE INN WASHINGT,Lodging,11/25/2019,245.0
2020,5,DEPT OF EDUCATION,Other Items,STAPLS0179525969000001,Stationery-Office Supplies-Printing Writing Pap,11/23/2019,100.0
2020,5,DEPT OF EDUCATION,Other Items,MOM'S KITCHEN,Eating Places Restaurants,11/23/2019,32.85
2020,5,DEPT OF EDUCATION,Other Items,MARRIOTT MARQUIS WASH,Lodging,11/25/2019,858.69
2020,5,DEPT OF EDUCATION,Other Items,EL RINCONCITO CAFE,Eating Places Restaurants,11/23/2019,11.45
2020,5,DEPT OF EDUCATION,Other Items,BETSY ROSS PIZZA And RESTAU,Eating Places Restaurants,11/6/2019,23.49
2020,5,DEPT OF EDUCATION,Other Items,REDNER'S WHAREHUSE,Grocery Stores Supermarkets,11/6/2019,7.78
2020,5,DEPT OF EDUCATION,Education Block Grants,STAPLS0178852647000001,Stationery-Office Supplies-Printing Writing Pap,10/29/2019,74.22
2020,5,DEPT OF EDUCATION,Education Block Grants,UNIV OF DE WEB PYMT,Colleges Univ Pro Schools Junior Colleges,10/30/2019,25.0
2020,5,DEPT OF EDUCATION,Education Block Grants,PAYPAL *CSSS,Organizations Charitable And Social Services,11/25/2019,165.0
2020,5,DEPT OF EDUCATION,Education Block Grants,TC *STATIONERY HOUSE,Stationery-Office Supplies-Printing Writing Pap,11/21/2019,190.92
2020,5,DEPT OF EDUCATION,Education Block Grants,UNIV OF DE WEB PYMT,Colleges Univ Pro Schools Junior Colleges,10/30/2019,25.0
2020,5,DEPT OF EDUCATION,Education Block Grants,SAGE PUBLICATIONS,News Dealers And Newsstands,11/5/2019,220.0
2020,5,DEPT OF EDUCATION,Education Block Grants,BARNES And NOBLE 2366,Book Stores,11/25/2019,244.6
2020,5,DEPT OF EDUCATION,Education Block Grants,SAGE PUBLICATIONS,News Dealers And Newsstands,11/5/2019,9.95
2020,5,DEPT OF EDUCATION,Education Block Grants,NSC*NORTHERN SAFETY CO,Direct Marketing-Other Direct Marketers-Not Elsew,11/1/2019,11.72
2020,5,DEPT OF EDUCATION,Education Block Grants,BARNES And NOBLE 2366,Book Stores,10/30/2019,793.8
2020,5,DEPT OF EDUCATION,Education Block Grants,VZWRLSS*IVR VB,Telecom Incl Prepaid-Recurring Phone Svcs,11/8/2019,447.85
2020,5,DEPT OF EDUCATION,Education Block Grants,UNIV OF DE WEB PYMT,Colleges Univ Pro Schools Junior Colleges,10/30/2019,25.0
2020,5,DEPT OF EDUCATION,Education Block Grants,CITY OF DOVER LIBRARY,Schools Educational Svc-Not Elsewhere Classified,10/30/2019,50.0
2020,5,DEPT OF EDUCATION,Education Block Grants,BARNES And NOBLE 2366,Book Stores,10/30/2019,398.6
2020,5,DEPT OF EDUCATION,Education Block Grants,UNIV OF DE WEB PYMT,Colleges Univ Pro Schools Junior Colleges,10/30/2019,25.0
2020,5,DEPT OF EDUCATION,Education Block Grants,UNIV OF DE WEB PYMT,Colleges Univ Pro Schools Junior Colleges,10/30/2019,25.0
2020,5,DEPT OF EDUCATION,Education Block Grants,YOURMEMBERSHIP CAREERS,Business Services-Not Elsewhere Classified,11/6/2019,99.0
2020,5,DEPT OF EDUCATION,Education Block Grants,CAREERBUILDER,Advertising Services,11/5/2019,299.0
2020,5,DEPT OF EDUCATION,Public School Transportation,AMERICAN AIR0011501789931,Airline,11/4/2019,30.0
2020,5,DEPT OF EDUCATION,Public School Transportation,PPA PHL AIRPORT,Automobile Parking Lots And Garages,11/5/2019,55.0
2020,5,DEPT OF EDUCATION,Public School Transportation,AMERICAN AIR0011501718517,Airline,10/31/2019,30.0
2020,5,DEPT OF EDUCATION,Public School Transportation,HYATT REGENCY COLUMBUS,Lodging,11/5/2019,789.6
2020,5,DEPT OF EDUCATION,Special Needs Programs,RESTAURANT DEPOT,Grocery Stores Supermarkets,11/1/2019,132.24
2020,5,DEPT OF EDUCATION,Special Needs Programs,SAMSCLUB #6330,Wholesale Clubs,11/16/2019,94.99
2020,5,DEPT OF EDUCATION,Special Needs Programs,WM SUPERCENTER #1741,Grocery Stores Supermarkets,11/14/2019,18.41
2020,5,DEPT OF EDUCATION,Special Needs Programs,REDNERS MKTS #57,Grocery Stores Supermarkets,10/28/2019,113.77
2020,5,DEPT OF EDUCATION,Special Needs Programs,REDNERS MKTS #57,Grocery Stores Supermarkets,11/8/2019,64.06
2020,5,DEPT OF EDUCATION,Special Needs Programs,SAMS CLUB #6330,Wholesale Clubs,10/28/2019,85.96
2020,5,DEPT OF EDUCATION,Special Needs Programs,THE WEBSTAURANT STORE,Commercial Equipment Not Elsewhere Classified,11/21/2019,14.25
2020,5,DEPT OF EDUCATION,Special Needs Programs,THE WEBSTAURANT STORE,Commercial Equipment Not Elsewhere Classified,11/7/2019,69.5
2020,5,DEPT OF EDUCATION,Special Needs Programs,VZWRLSS*IVR VB,Telecom Incl Prepaid-Recurring Phone Svcs,11/8/2019,40.01
2020,5,DEPT OF EDUCATION,Special Needs Programs,REDNERS MKTS #57,Grocery Stores Supermarkets,11/18/2019,69.38
2020,5,DEPT OF EDUCATION,Special Needs Programs,AWL*PEARSON EDUCATION,Books Periodicals And Newspapers,10/29/2019,1940.0
2020,5,DEPT OF EDUCATION,Special Needs Programs,AWL*PEARSON EDUCATION,Books Periodicals And Newspapers,10/29/2019,145.5
2020,5,DEPT OF EDUCATION,Special Needs Programs,SHOPRITE CHRSTNLNDG S1,Grocery Stores Supermarkets,11/15/2019,119.29
2020,5,DEPT OF EDUCATION,Special Needs Programs,MENUTRINFO LLC,Professional Services-Not Elsewhere Classified,11/9/2019,959.4
2020,5,DEPT OF EDUCATION,Special Needs Programs,SHOPRITE CHRSTNLNDG S1,Grocery Stores Supermarkets,11/8/2019,189.32
2020,5,DEPT OF EDUCATION,Special Needs Programs,THE WEBSTAURANT STORE,Commercial Equipment Not Elsewhere Classified,11/7/2019,14.25
2020,5,DEPT OF EDUCATION,Special Needs Programs,THE WEBSTAURANT STORE,Commercial Equipment Not Elsewhere Classified,11/21/2019,417.0
2020,5,DEPT OF EDUCATION,Special Needs Programs,MENUTRINFO LLC,Professional Services-Not Elsewhere Classified,11/9/2019,25.5
2020,5,DEPT OF EDUCATION,Special Needs Programs,AWL*PEARSON EDUCATION,Books Periodicals And Newspapers,10/29/2019,-1164.0
2020,5,DEPT OF EDUCATION,Special Needs Programs,REDNERS MKTS #57,Grocery Stores Supermarkets,11/20/2019,15.89
2020,5,DEPT OF EDUCATION,Special Needs Programs,UD LOT 2A KIOSK,Automobile Parking Lots And Garages,11/14/2019,8.0
2020,5,DEPT OF EDUCATION,Driver Training,NSC*NORTHERN SAFETY CO,Direct Marketing-Other Direct Marketers-Not Elsew,10/29/2019,46.26
2020,6,DEPT OF EDUCATION,Student Support,RENAISSANCE ARL CAPVWF,Lodging,12/3/2019,22.1
2020,6,DEPT OF EDUCATION,Student Support,RESIDENCE INNS ARLINGT,Lodging,12/6/2019,833.52
2020,6,DEPT OF EDUCATION,Operations Support,PENSKE TRK LSG 044652,Car Rental,12/12/2019,398.7
2020,6,DEPT OF EDUCATION,Office of the Secretary,DELTA AIR 0067481047294,Airline,12/4/2019,193.0
2020,6,DEPT OF EDUCATION,Office of the Secretary,WASHINGTON PLAZA HOTEL,Lodging,12/3/2019,82.6
2020,6,DEPT OF EDUCATION,Office of the Secretary,WM SUPERCENTER #5039,Grocery Stores Supermarkets,12/12/2019,21.14
2020,6,DEPT OF EDUCATION,Office of the Secretary,AMERICAN AIR0017481047529,Airline,12/4/2019,258.99
2020,6,DEPT OF EDUCATION,Office of the Secretary,EXPEDIA 7500592283068,Lodging,12/4/2019,3.78
2020,6,DEPT OF EDUCATION,Office of the Secretary,PAYPAL *NATIONALCOU,Organizations Charitable And Social Services,12/17/2019,375.0
2020,6,DEPT OF EDUCATION,Office of the Secretary,FASTENAL COMPANY 01DEDOV,Industrial Supplies Not Elsewhere Classified,12/6/2019,724.2
2020,6,DEPT OF EDUCATION,Office of the Secretary,MXDC COCINA MEXICANA,Eating Places Restaurants,12/2/2019,35.64
2020,6,DEPT OF EDUCATION,Office of the Secretary,PAYPAL *NATIONALCOU,Organizations Charitable And Social Services,12/17/2019,318.0
2020,6,DEPT OF EDUCATION,Office of the Secretary,BIRCH And BARLEY/CHURCHKEY,Eating Places Restaurants,12/1/2019,38.28
2020,6,DEPT OF EDUCATION,Academic Support,UPS*000021X956,Courier Svc-Air Ground Freight Forwarders,12/15/2019,10.18
2020,6,DEPT OF EDUCATION,Academic Support,32752 - BWI LONG TERM A,Automobile Parking Lots And Garages,12/8/2019,40.0
2020,6,DEPT OF EDUCATION,Academic Support,SUPERSHUTTLE EXECUCARLAX,Transportation Services Not Elsewhere Classified,12/3/2019,33.14
2020,6,DEPT OF EDUCATION,Academic Support,ENTERPRISE TOLL,Bridge And Road Fees Tolls,12/20/2019,5.45
2020,6,DEPT OF EDUCATION,Academic Support,FOOD LION #1385,Grocery Stores Supermarkets,12/16/2019,7.63
2020,6,DEPT OF EDUCATION,Academic Support,COCOS OF ANAHEIM 519,Eating Places Restaurants,12/3/2019,18.72
2020,6,DEPT OF EDUCATION,Academic Support,EUROCAFE ST448,Misc Food Store-Convenience Mrkt Splty Vendng Macs,12/12/2019,23.24
2020,6,DEPT OF EDUCATION,Academic Support,SUNOCO 0755798600,Fuel Dispenser Automated,12/12/2019,5.01
2020,6,DEPT OF EDUCATION,Academic Support,STAPLS0179885850000001,Stationery-Office Supplies-Printing Writing Pap,12/10/2019,49.2
2020,6,DEPT OF EDUCATION,Academic Support,32344 - COMMUNITY SERVICE,Automobile Parking Lots And Garages,12/11/2019,4.0
2020,6,DEPT OF EDUCATION,Academic Support,VZWRLSS*IVR VB,Telecom Incl Prepaid-Recurring Phone Svcs,12/11/2019,40.01
